number,formid,form.section_1_visit_information.visit_date,form.section_1_visit_information.crop_stage,form.section_1_visit_information.crops_observed_during_this_visit,form.section_1_visit_information.select_crop_condition.crop_condition_maize,form.section_1_visit_information.select_crop_condition.crop_condition_rice,form.section_1_visit_information.select_crop_condition.crop_condition_groundnuts,form.section_2_livestock_monitoring.which_livestock_were_observed_during_this_visit,form.section_2_livestock_monitoring.select_livestock_condition.goat_condition,form.section_2_livestock_monitoring.select_livestock_condition.rabbit_condition,form.section_3_adoption_of_recommended_practices.has_the_farmer_adopted_the_recommended_farming_practices,form.section_3_adoption_of_recommended_practices.which_recommended_practices_have_been_adopted,form.section_4_farm_challenges.what_challenges_were_observed_during_the_visit,form.section_4_farm_challenges.additional_comments,form.section_4_farm_challenges.capture_farm_photograph,form.section_5_farm_location.capture_monitoring_visit_gps,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,monitoring_duration_minutes,monitoring_latitude,monitoring_longitude,registration_latitude,registration_longitude,gps_distance_meters,gps_within_expected_range
1418,73038491-d838-4398-9ca5-634372d8846e,2026-08-28,vegetative_growth,rice,---,good,---,---,---,---,no,---,lack_of_fertilizer pest_infestation feed_shortage,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/73038491-d838-4398-9ca5-634372d8846e/1784350212268.jpg,10.2687468 7.2341325 0.0 20.0,935b8089-076f-4379-8006-2342366c4ab3,2026-08-28 14:37:00,2026-08-28 14:32:00,tester_03,2026-08-28 14:37:22,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/73038491-d838-4398-9ca5-634372d8846e/,tester_03,5.0,10.2687468,7.2341325,10.268285,7.2341965,51.825077029415844,Yes
1419,2b1410d6-e9d5-41b8-bf92-9df20828aab5,2026-05-26,planting,groundnuts maize,poor,---,fair,---,---,---,yes,improved_seed timely_weeding fertilizer_application proper_spacing pest_management improved_livestock_housing,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/2b1410d6-e9d5-41b8-bf92-9df20828aab5/1783633199715.jpg,10.3191460 7.5174893 0.0 20.0,b96918e0-2ea7-4dac-acef-68f71c98389d,2026-05-26 08:54:00,2026-05-26 08:51:00,tester_04,2026-05-26 08:54:23,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/2b1410d6-e9d5-41b8-bf92-9df20828aab5/,tester_04,3.0,10.319146,7.5174893,10.3195741,7.5173862,48.920476081963905,Yes
1420,26ecdde1-0123-4e8e-a3fc-68d1876df686,2026-05-11,planting,rice maize groundnuts,good,poor,fair,---,---,---,yes,pest_management proper_spacing timely_weeding,poor_rainfall lack_of_fertilizer,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/26ecdde1-0123-4e8e-a3fc-68d1876df686/1784056115317.jpg,10.3196846 7.5171562 0.0 20.0,b96918e0-2ea7-4dac-acef-68f71c98389d,2026-05-11 08:59:00,2026-05-11 08:57:00,tester_04,2026-05-11 08:59:28,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/26ecdde1-0123-4e8e-a3fc-68d1876df686/,tester_04,2.0,10.3196846,7.5171562,10.3195741,7.5173862,28.000958492373652,Yes
1421,6e75ca1d-64f0-4e7c-b77d-676312522a1f,2026-04-25,planting,groundnuts maize rice,poor,good,good,---,---,---,yes,timely_weeding proper_spacing pest_management,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/6e75ca1d-64f0-4e7c-b77d-676312522a1f/1784203974876.jpg,10.3192882 7.5175721 0.0 20.0,b96918e0-2ea7-4dac-acef-68f71c98389d,2026-04-25 16:01:00,2026-04-25 15:58:00,tester_04,2026-04-25 16:01:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/6e75ca1d-64f0-4e7c-b77d-676312522a1f/,tester_04,3.0,10.3192882,7.5175721,10.3195741,7.5173862,37.73894863130017,Yes
1422,2ed37acd-5c73-40f6-9335-2dd53e6fbf16,2026-01-14,land_preparation,maize,poor,---,---,rabbits,---,good,yes,fertilizer_application proper_spacing,no_major_challenge,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/2ed37acd-5c73-40f6-9335-2dd53e6fbf16/1783657667186.jpg,10.5200307 7.2697755 0.0 20.0,ee994b69-1ced-4b14-ae20-2629af34e52d,2026-01-14 12:08:00,2026-01-14 12:01:00,tester_05,2026-01-14 12:08:24,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/2ed37acd-5c73-40f6-9335-2dd53e6fbf16/,tester_05,7.0,10.5200307,7.2697755,10.5202812,7.2698885,30.470977461600615,Yes
1423,15d7aa0f-8cba-4905-a9d7-19aa76d7343d,2026-02-13,planting,maize,good,---,---,rabbits,---,poor,yes,fertilizer_application timely_weeding improved_livestock_housing proper_spacing pest_management improved_seed,lack_of_fertilizer livestock_disease,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/15d7aa0f-8cba-4905-a9d7-19aa76d7343d/1784262451050.jpg,10.5201696 7.2699936 0.0 20.0,ee994b69-1ced-4b14-ae20-2629af34e52d,2026-02-13 11:18:00,2026-02-13 11:16:00,tester_05,2026-02-13 11:18:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/15d7aa0f-8cba-4905-a9d7-19aa76d7343d/,tester_05,2.0,10.5201696,7.2699936,10.5202812,7.2698885,16.91199010780532,Yes
1424,009b6e6a-3ef2-407f-953c-a1377bd10ccf,2026-08-09,vegetative_growth,rice maize,good,poor,---,---,---,---,no,---,no_major_challenge,Farmer following recommendations.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/009b6e6a-3ef2-407f-953c-a1377bd10ccf/1784695829197.jpg,10.2418883 7.3374455 0.0 20.0,51ebef32-4dea-428c-8e96-91306d2a75ea,2026-08-09 13:27:00,2026-08-09 13:25:00,tester_06,2026-08-09 13:27:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/009b6e6a-3ef2-407f-953c-a1377bd10ccf/,tester_06,2.0,10.2418883,7.3374455,10.241545,7.3370435,58.24216341512146,Yes
1425,cc92d39b-ba1e-4197-bc79-26e6708f92cc,2026-08-22,land_preparation,rice groundnuts,---,fair,good,---,---,---,yes,proper_spacing improved_seed timely_weeding,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/cc92d39b-ba1e-4197-bc79-26e6708f92cc/1784956538664.jpg,10.2413024 7.3374151 0.0 20.0,51ebef32-4dea-428c-8e96-91306d2a75ea,2026-08-22 16:25:00,2026-08-22 16:18:00,tester_06,2026-08-22 16:25:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/cc92d39b-ba1e-4197-bc79-26e6708f92cc/,tester_06,7.0,10.2413024,7.3374151,10.241545,7.3370435,48.79623053687238,Yes
1426,3716748c-1ac3-4e09-a7d4-d17414ecf7a8,2026-10-17,planting,rice,---,poor,---,rabbits goats,poor,good,yes,pest_management improved_seed fertilizer_application timely_weeding,no_major_challenge,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/3716748c-1ac3-4e09-a7d4-d17414ecf7a8/1783834964530.jpg,10.3645323 7.2951091 0.0 20.0,67428001-50b8-42f8-82ea-58b9719e328c,2026-10-17 14:58:00,2026-10-17 14:56:00,tester_01,2026-10-17 14:58:22,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/3716748c-1ac3-4e09-a7d4-d17414ecf7a8/,tester_01,2.0,10.3645323,7.2951091,10.3642178,7.2953345,42.78780390551473,Yes
1427,9d640bf5-0687-450b-9278-019699e852a6,2026-02-10,harvesting,rice groundnuts,---,poor,poor,rabbits,---,fair,yes,proper_spacing improved_seed,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/9d640bf5-0687-450b-9278-019699e852a6/1784611925069.jpg,10.3835689 7.4463218 0.0 20.0,d467d815-1b4a-4ce4-a0fa-32eaf924348e,2026-02-10 10:36:00,2026-02-10 10:31:00,tester_03,2026-02-10 10:36:24,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/9d640bf5-0687-450b-9278-019699e852a6/,tester_03,5.0,10.3835689,7.4463218,10.3840469,7.4463099,53.1671084943303,Yes
1428,d2c7a05e-bf2e-4a45-89b4-b772b61fa6ad,2026-03-05,harvesting,groundnuts rice,---,poor,poor,rabbits,---,fair,yes,pest_management timely_weeding improved_livestock_housing proper_spacing fertilizer_application,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/d2c7a05e-bf2e-4a45-89b4-b772b61fa6ad/1783416041848.jpg,10.3840928 7.4467156 0.0 20.0,d467d815-1b4a-4ce4-a0fa-32eaf924348e,2026-03-05 11:58:00,2026-03-05 11:54:00,tester_03,2026-03-05 11:58:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d2c7a05e-bf2e-4a45-89b4-b772b61fa6ad/,tester_03,4.0,10.3840928,7.4467156,10.3840469,7.4463099,44.665485982117445,Yes
1429,133e9df4-1225-4183-8a82-91fefac2be2a,2026-06-25,harvesting,groundnuts maize,poor,---,fair,---,---,---,yes,pest_management proper_spacing improved_livestock_housing timely_weeding,livestock_disease crop_disease,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/133e9df4-1225-4183-8a82-91fefac2be2a/1784314447808.jpg,10.2183347 7.2227679 0.0 20.0,9c86fc92-596b-4c27-9df3-1a36d3406801,2026-06-25 15:16:00,2026-06-25 15:12:00,tester_03,2026-06-25 15:16:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/133e9df4-1225-4183-8a82-91fefac2be2a/,tester_03,4.0,10.2183347,7.2227679,10.2181902,7.2231172,41.46408643178995,Yes
1430,15ac7a5f-1085-4938-9f80-cc0068eb15a9,2026-09-23,land_preparation,maize,fair,---,---,---,---,---,yes,improved_seed timely_weeding fertilizer_application proper_spacing,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/15ac7a5f-1085-4938-9f80-cc0068eb15a9/1783503098238.jpg,10.2180313 7.2229671 0.0 20.0,9c86fc92-596b-4c27-9df3-1a36d3406801,2026-09-23 12:41:00,2026-09-23 12:36:00,tester_03,2026-09-23 12:41:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/15ac7a5f-1085-4938-9f80-cc0068eb15a9/,tester_03,5.0,10.2180313,7.2229671,10.2181902,7.2231172,24.12448617035831,Yes
1431,4d7b31c4-bba6-4d89-9b7a-bd380a83df6a,2026-07-09,vegetative_growth,maize rice groundnuts,good,poor,good,goats,good,---,no,---,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/4d7b31c4-bba6-4d89-9b7a-bd380a83df6a/1784378050449.jpg,10.4698896 7.2910673 0.0 20.0,d7c12eb1-d493-46fe-9238-4f15ca247653,2026-07-09 14:23:00,2026-07-09 14:20:00,tester_02,2026-07-09 14:23:27,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/4d7b31c4-bba6-4d89-9b7a-bd380a83df6a/,tester_02,3.0,10.4698896,7.2910673,10.4694178,7.2913309,59.85818101997056,Yes
1432,63c34e82-ecb4-4f47-b919-cf2f895f0ac5,2026-06-21,vegetative_growth,rice groundnuts maize,poor,poor,good,goats,good,---,partially,improved_livestock_housing,lack_of_fertilizer livestock_disease flooding,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/63c34e82-ecb4-4f47-b919-cf2f895f0ac5/1783599634537.jpg,10.4689915 7.2915897 0.0 20.0,d7c12eb1-d493-46fe-9238-4f15ca247653,2026-06-21 12:16:00,2026-06-21 12:08:00,tester_02,2026-06-21 12:16:26,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/63c34e82-ecb4-4f47-b919-cf2f895f0ac5/,tester_02,8.0,10.4689915,7.2915897,10.4694178,7.2913309,55.20665247373918,Yes
1433,3ec46f98-49d2-4b4b-a48d-3d629f368b75,2026-06-16,vegetative_growth,groundnuts,---,---,good,---,---,---,no,---,poor_rainfall pest_infestation,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/3ec46f98-49d2-4b4b-a48d-3d629f368b75/1783616357034.jpg,10.2638722 7.3509216 0.0 20.0,9942b7ba-d328-40b1-8f07-0fcf53be6a3e,2026-06-16 14:51:00,2026-06-16 14:43:00,tester_04,2026-06-16 14:51:21,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/3ec46f98-49d2-4b4b-a48d-3d629f368b75/,tester_04,8.0,10.2638722,7.3509216,10.2636267,7.3510443,30.421022669813883,Yes
1434,199abb7a-40e2-41b7-97fc-e4cfcf8c40b5,2026-09-19,land_preparation,groundnuts,---,---,poor,---,---,---,yes,proper_spacing improved_seed timely_weeding,no_major_challenge,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/199abb7a-40e2-41b7-97fc-e4cfcf8c40b5/1784489533811.jpg,10.2637466 7.3513600 0.0 20.0,9942b7ba-d328-40b1-8f07-0fcf53be6a3e,2026-09-19 09:54:00,2026-09-19 09:50:00,tester_04,2026-09-19 09:54:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/199abb7a-40e2-41b7-97fc-e4cfcf8c40b5/,tester_04,4.0,10.2637466,7.35136,10.2636267,7.3510443,37.02612850785408,Yes
1435,4789f93c-227b-4590-bd9e-6a7b3d7e53f7,2026-09-19,planting,groundnuts,---,---,good,---,---,---,yes,timely_weeding pest_management,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/4789f93c-227b-4590-bd9e-6a7b3d7e53f7/1783493045499.jpg,10.2640331 7.3509101 0.0 20.0,9942b7ba-d328-40b1-8f07-0fcf53be6a3e,2026-09-19 10:32:00,2026-09-19 10:27:00,tester_04,2026-09-19 10:32:22,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/4789f93c-227b-4590-bd9e-6a7b3d7e53f7/,tester_04,5.0,10.2640331,7.3509101,10.2636267,7.3510443,47.51535269884039,Yes
1436,b23c9125-9994-4c73-ad9d-c71deef15754,2026-05-27,planting,rice,---,poor,---,goats,poor,---,yes,timely_weeding improved_livestock_housing pest_management improved_seed fertilizer_application,no_major_challenge,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/b23c9125-9994-4c73-ad9d-c71deef15754/1783368835657.jpg,10.4577127 7.2403286 0.0 20.0,150a6009-1dde-476e-b921-d03d0ffa9e56,2026-05-27 10:43:00,2026-05-27 10:36:00,tester_06,2026-05-27 10:43:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b23c9125-9994-4c73-ad9d-c71deef15754/,tester_06,7.0,10.4577127,7.2403286,10.4573873,7.2401069,43.55333447514126,Yes
1437,c17904bd-c11e-494e-bfed-168dbf7ee4d9,2026-05-22,flowering,rice,---,good,---,goats,poor,---,yes,proper_spacing improved_seed timely_weeding improved_livestock_housing,lack_of_fertilizer,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/c17904bd-c11e-494e-bfed-168dbf7ee4d9/1784108234511.jpg,10.4569742 7.2400446 0.0 20.0,150a6009-1dde-476e-b921-d03d0ffa9e56,2026-05-22 12:03:00,2026-05-22 11:55:00,tester_06,2026-05-22 12:03:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c17904bd-c11e-494e-bfed-168dbf7ee4d9/,tester_06,8.0,10.4569742,7.2400446,10.4573873,7.2401069,46.43703572310483,Yes
1438,4ddd884a-f51c-44f7-8da2-b4e197bcd4c9,2026-09-10,flowering,maize rice,poor,poor,---,---,---,---,no,---,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/4ddd884a-f51c-44f7-8da2-b4e197bcd4c9/1784292387651.jpg,10.4643647 7.3929345 0.0 20.0,6a0423f2-8396-4cb4-a409-6702de5bd4a2,2026-09-10 12:49:00,2026-09-10 12:42:00,tester_04,2026-09-10 12:49:21,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/4ddd884a-f51c-44f7-8da2-b4e197bcd4c9/,tester_04,7.0,10.4643647,7.3929345,10.4645601,7.3932674,42.39251343120389,Yes
1439,fe07bf0e-43e3-4792-aebf-35d33d3807f9,2026-09-17,land_preparation,rice maize,fair,poor,---,---,---,---,partially,fertilizer_application,no_major_challenge,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/fe07bf0e-43e3-4792-aebf-35d33d3807f9/1783416438116.jpg,10.3290185 7.5627707 0.0 20.0,d779e085-df18-4a7a-997d-e4f54bf68028,2026-09-17 15:06:00,2026-09-17 15:00:00,tester_03,2026-09-17 15:06:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/fe07bf0e-43e3-4792-aebf-35d33d3807f9/,tester_03,6.0,10.3290185,7.5627707,10.3291605,7.5624829,35.22088846123576,Yes
1440,911179ff-508e-40b0-90e3-3fd569c94094,2026-06-28,flowering,maize,fair,---,---,goats,good,---,yes,proper_spacing timely_weeding fertilizer_application improved_seed pest_management,no_major_challenge,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/911179ff-508e-40b0-90e3-3fd569c94094/1783083520111.jpg,10.2263631 7.2992058 0.0 20.0,68c7a68a-c1ff-41e4-a625-4d562749b423,2026-06-28 11:55:00,2026-06-28 11:51:00,tester_03,2026-06-28 11:55:25,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/911179ff-508e-40b0-90e3-3fd569c94094/,tester_03,4.0,10.2263631,7.2992058,10.2267939,7.2995873,63.54118930324526,Yes
1441,a1c68c18-2aee-4d0f-bd8e-4878682d4208,2026-08-13,flowering,maize,poor,---,---,goats,poor,---,yes,pest_management improved_seed,pest_infestation lack_of_fertilizer crop_disease,Farmer following recommendations.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/a1c68c18-2aee-4d0f-bd8e-4878682d4208/1784383649095.jpg,10.3917203 7.3353896 0.0 20.0,55fe5345-d1e1-4bf9-a1c3-f52716370c5c,2026-08-13 14:00:00,2026-08-13 13:55:00,tester_07,2026-08-13 14:00:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/a1c68c18-2aee-4d0f-bd8e-4878682d4208/,tester_07,5.0,10.3917203,7.3353896,10.3920072,7.3352288,36.42834026520974,Yes
1442,86a434db-e8a7-47da-95a0-563a1ffdf82d,2026-07-04,flowering,maize,poor,---,---,goats,good,---,no,---,lack_of_fertilizer feed_shortage flooding,Farmer following recommendations.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/86a434db-e8a7-47da-95a0-563a1ffdf82d/1783418015891.jpg,10.3920653 7.3354833 0.0 20.0,55fe5345-d1e1-4bf9-a1c3-f52716370c5c,2026-07-04 15:18:00,2026-07-04 15:11:00,tester_07,2026-07-04 15:18:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/86a434db-e8a7-47da-95a0-563a1ffdf82d/,tester_07,7.0,10.3920653,7.3354833,10.3920072,7.3352288,28.574797980301426,Yes
1443,c55351e2-0f2b-4d77-a9f3-0d267b950f88,2026-08-20,land_preparation,groundnuts,---,---,poor,---,---,---,partially,timely_weeding proper_spacing,flooding,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/c55351e2-0f2b-4d77-a9f3-0d267b950f88/1784125267837.jpg,10.5570758 7.3218456 0.0 20.0,6bf2ab9a-c917-4cac-8f04-a89a8d493119,2026-08-20 13:00:00,2026-08-20 12:58:00,tester_01,2026-08-20 13:00:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c55351e2-0f2b-4d77-a9f3-0d267b950f88/,tester_01,2.0,10.5570758,7.3218456,10.5573007,7.3213859,56.12979424501754,Yes
1444,30ca4bd8-0698-497d-be30-2bd025845105,2026-09-13,vegetative_growth,groundnuts,---,---,fair,---,---,---,yes,pest_management improved_seed timely_weeding proper_spacing fertilizer_application improved_livestock_housing,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/30ca4bd8-0698-497d-be30-2bd025845105/1784030780174.jpg,10.5570620 7.3212222 0.0 20.0,6bf2ab9a-c917-4cac-8f04-a89a8d493119,2026-09-13 10:39:00,2026-09-13 10:31:00,tester_01,2026-09-13 10:39:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/30ca4bd8-0698-497d-be30-2bd025845105/,tester_01,8.0,10.557062,7.3212222,10.5573007,7.3213859,32.01097525723043,Yes
1445,751ac5cc-1559-430a-a924-4e91e3042e97,2026-07-11,vegetative_growth,groundnuts,---,---,fair,---,---,---,yes,timely_weeding improved_livestock_housing proper_spacing improved_seed,flooding,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/751ac5cc-1559-430a-a924-4e91e3042e97/1783430431213.jpg,10.5570680 7.3216802 0.0 20.0,6bf2ab9a-c917-4cac-8f04-a89a8d493119,2026-07-11 16:07:00,2026-07-11 16:04:00,tester_01,2026-07-11 16:07:30,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/751ac5cc-1559-430a-a924-4e91e3042e97/,tester_01,3.0,10.557068,7.3216802,10.5573007,7.3213859,41.28527595251812,Yes
1446,f16eedff-1b85-4f14-a704-170f6dc62426,2026-06-27,harvesting,maize groundnuts,poor,---,good,goats,fair,---,yes,timely_weeding pest_management proper_spacing,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/f16eedff-1b85-4f14-a704-170f6dc62426/1783264071998.jpg,10.5167905 7.4997815 0.0 20.0,8b6876dd-27c8-433d-9829-3388af092078,2026-06-27 08:21:00,2026-06-27 08:13:00,tester_02,2026-06-27 08:21:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f16eedff-1b85-4f14-a704-170f6dc62426/,tester_02,8.0,10.5167905,7.4997815,10.516498,7.4993667,55.806486060826934,Yes
1447,811f8e13-be47-4c14-9fb6-012a5c7907a1,2026-07-07,vegetative_growth,groundnuts,---,---,good,---,---,---,yes,pest_management proper_spacing timely_weeding,no_major_challenge,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/811f8e13-be47-4c14-9fb6-012a5c7907a1/1783679927804.jpg,10.3231504 7.3797508 0.0 20.0,9024a455-1565-47c9-9d2b-99faf6e15344,2026-07-07 08:45:00,2026-07-07 08:42:00,tester_07,2026-07-07 08:45:24,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/811f8e13-be47-4c14-9fb6-012a5c7907a1/,tester_07,3.0,10.3231504,7.3797508,10.3226694,7.37983,54.18197083958778,Yes
1448,0cbde983-174b-4f12-826d-459224534c19,2026-06-28,vegetative_growth,rice groundnuts,---,poor,good,---,---,---,yes,timely_weeding improved_seed improved_livestock_housing fertilizer_application proper_spacing,feed_shortage livestock_disease,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/0cbde983-174b-4f12-826d-459224534c19/1783106705440.jpg,10.3228592 7.3801407 0.0 20.0,9024a455-1565-47c9-9d2b-99faf6e15344,2026-06-28 13:40:00,2026-06-28 13:36:00,tester_07,2026-06-28 13:40:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/0cbde983-174b-4f12-826d-459224534c19/,tester_07,4.0,10.3228592,7.3801407,10.3226694,7.37983,40.008359704058236,Yes
1449,992c75fc-c275-4eb2-942d-ef2ff4b398c4,2026-06-28,vegetative_growth,rice groundnuts,---,good,good,rabbits,---,good,partially,timely_weeding fertilizer_application,no_major_challenge,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/992c75fc-c275-4eb2-942d-ef2ff4b398c4/1783597745176.jpg,10.5533904 7.5562513 0.0 20.0,b47f3971-4b9c-4739-b043-3b5ce4c4c4a2,2026-06-28 08:30:00,2026-06-28 08:25:00,tester_03,2026-06-28 08:30:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/992c75fc-c275-4eb2-942d-ef2ff4b398c4/,tester_03,5.0,10.5533904,7.5562513,10.5532608,7.5561483,18.28786092002948,Yes
1450,93788afc-f199-4c4d-a3dc-c93ec5361aed,2026-05-10,harvesting,rice,---,good,---,rabbits,---,fair,yes,improved_seed pest_management timely_weeding proper_spacing improved_livestock_housing fertilizer_application,no_major_challenge,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/93788afc-f199-4c4d-a3dc-c93ec5361aed/1784937705794.jpg,10.5532710 7.5560619 0.0 20.0,b47f3971-4b9c-4739-b043-3b5ce4c4c4a2,2026-05-10 10:52:00,2026-05-10 10:48:00,tester_03,2026-05-10 10:52:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/93788afc-f199-4c4d-a3dc-c93ec5361aed/,tester_03,4.0,10.553271,7.5560619,10.5532608,7.5561483,9.51259255607895,Yes
